"","date","county","state","jail_population","resident_population","cases","deaths","jail_incarceration_rate_per_100k","urbanicity"
"19756",2020-04-22,"Colbert","Alabama",66,55241,20,1,119.5,"small/mid"
"19757",2020-04-22,"Coles","Illinois",46,50621,18,0,90.9,"rural"
"19758",2020-04-22,"Collin","Texas",942,1034730,584,14,91,"urban"
"19759",2020-04-22,"Columbia","Arkansas",43,23457,5,0,183.3,"rural"
"19760",2020-04-22,"Columbia","Georgia",203,156714,124,2,129.5,"small/mid"
"19761",2020-04-22,"Columbia","Oregon",98,52354,14,0,187.2,"suburban"
"19762",2020-04-22,"Columbia","Washington",2,3985,1,0,50.2,"small/mid"
"19763",2020-04-22,"Cook","Illinois",4196,5150233,24546,1072,81.5,"urban"
"19764",2020-04-22,"Cooke","Texas",20,41257,4,0,48.5,"rural"
"19765",2020-04-22,"Cooper","Missouri",23,17709,5,0,129.9,"rural"
"19766",2020-04-22,"Coosa","Alabama",19,10663,24,1,178.2,"rural"
"19767",2020-04-22,"Coshocton","Ohio",46,36600,16,0,125.7,"rural"
"19768",2020-04-22,"Coweta","Georgia",257,148509,168,4,173.1,"suburban"
"19769",2020-04-22,"Cowlitz","Washington",74,110593,35,0,66.9,"small/mid"
"19770",2020-04-22,"Crawford","Arkansas",131,63257,4,0,207.1,"small/mid"
"19771",2020-04-22,"Crawford","Illinois",28,18667,8,0,150,"rural"
"19772",2020-04-22,"Crawford","Kansas",54,38818,6,1,139.1,"rural"
"19773",2020-04-22,"Crawford","Pennsylvania",139,84629,17,0,164.2,"rural"
"19774",2020-04-22,"Creek","Oklahoma",129,71522,70,4,180.4,"small/mid"
"19775",2020-04-22,"Crook","Oregon",26,24404,1,0,106.5,"rural"
"19776",2020-04-22,"Cross","Arkansas",41,16419,9,0,249.7,"rural"
"19777",2020-04-22,"Crow Wing","Minnesota",92,65055,20,0,141.4,"rural"
"19778",2020-04-22,"Cumberland","Maine",241,295003,395,18,81.7,"small/mid"
"19779",2020-04-22,"Cumberland","New Jersey",232,149527,382,5,155.2,"small/mid"
"19780",2020-04-22,"Cumberland","Pennsylvania",281,253370,207,6,110.9,"small/mid"
"19781",2020-04-22,"Curry","New Mexico",130,48954,10,0,265.6,"rural"
"19782",2020-04-22,"Curry","Oregon",18,22925,4,0,78.5,"rural"
"19783",2020-04-22,"Dade","Georgia",68,16116,15,1,421.9,"small/mid"
"19784",2020-04-22,"Dakota","Minnesota",92,429021,130,6,21.4,"suburban"
"19785",2020-04-22,"Dale","Alabama",62,49172,22,0,126.1,"rural"
"19786",2020-04-22,"Dallas","Iowa",33,93453,59,0,35.3,"small/mid"
"19787",2020-04-22,"Dallas","Texas",24,2635516,2683,65,0.9,"urban"
"19788",2020-04-22,"Dane","Wisconsin",548,546695,386,20,100.2,"small/mid"
"19789",2020-04-22,"Danville city","Virginia",304,40044,29,1,759.2,"rural"
"19790",2020-04-22,"Darlington","South Carolina",154,66618,85,0,231.2,"small/mid"
"19791",2020-04-22,"Dauphin","Pennsylvania",902,278299,422,13,324.1,"small/mid"
"19792",2020-04-22,"Davidson","North Carolina",202,167609,103,2,120.5,"small/mid"
"19793",2020-04-22,"Daviess","Kentucky",509,101511,134,3,501.4,"small/mid"
"19794",2020-04-22,"Daviess","Missouri",61,8278,2,0,736.9,"rural"
"19795",2020-04-22,"Dearborn","Indiana",181,49458,72,5,366,"suburban"
"19796",2020-04-22,"Decatur","Georgia",93,26404,50,1,352.2,"rural"
"19797",2020-04-22,"DeKalb","Alabama",110,71513,58,2,153.8,"rural"
"19798",2020-04-22,"Delaware","Indiana",205,114135,121,9,179.6,"small/mid"
"19799",2020-04-22,"Delaware","Ohio",111,209177,128,3,53.1,"suburban"
"19800",2020-04-22,"Delta","Michigan",82,35784,12,2,229.2,"rural"
"19801",2020-04-22,"Des Moines","Iowa",53,38967,14,0,136,"rural"
"19802",2020-04-22,"Deschutes","Oregon",145,197692,66,0,73.3,"small/mid"
"19803",2020-04-22,"DeSoto","Florida",133,38001,24,4,350,"rural"
"19804",2020-04-22,"DeSoto","Mississippi",130,184945,244,3,70.3,"suburban"
"19805",2020-04-22,"DeWitt","Texas",83,20160,14,1,411.7,"rural"
"19806",2020-04-22,"Dickinson","Iowa",4,17258,3,0,23.2,"rural"
"19807",2020-04-22,"Dickinson","Kansas",13,18466,1,0,70.4,"rural"
"19808",2020-04-22,"Dodge","Georgia",120,20605,21,0,582.4,"rural"
"19809",2020-04-22,"Doniphan","Kansas",10,7600,3,0,131.6,"small/mid"
"19810",2020-04-22,"Dorchester","Maryland",100,31929,28,1,313.2,"rural"
"19811",2020-04-22,"Dougherty","Georgia",381,87956,1479,106,433.2,"small/mid"
"19812",2020-04-22,"Douglas","Colorado",209,351154,392,21,59.5,"suburban"
"19813",2020-04-22,"Douglas","Georgia",408,146343,259,8,278.8,"suburban"
"19814",2020-04-22,"Douglas","Oregon",68,110980,23,0,61.3,"rural"
"19815",2020-04-22,"Douglas","Wisconsin",108,43150,8,0,250.3,"small/mid"
"19816",2020-04-22,"Drew","Arkansas",37,18219,8,1,203.1,"rural"
"19817",2020-04-22,"Dubois","Indiana",67,42736,16,0,156.8,"rural"
"19818",2020-04-22,"Durham","North Carolina",262,321488,438,6,81.5,"small/mid"
"19819",2020-04-22,"Eau Claire","Wisconsin",172,104646,23,0,164.4,"small/mid"
"19820",2020-04-22,"Eddy","New Mexico",267,58460,11,1,456.7,"rural"
"19821",2020-04-22,"Effingham","Georgia",191,64296,30,1,297.1,"small/mid"
"19822",2020-04-22,"El Dorado","California",298,192843,39,0,154.5,"suburban"
"19823",2020-04-22,"Elbert","Georgia",72,19194,10,0,375.1,"rural"
"19824",2020-04-22,"Ellis","Texas",297,184826,110,4,160.7,"suburban"
"19825",2020-04-22,"Elmore","Idaho",100,27511,26,1,363.5,"rural"
"19826",2020-04-22,"Erath","Texas",46,42698,12,1,107.7,"rural"
"19827",2020-04-22,"Erie","Ohio",60,74266,44,3,80.8,"rural"
"19828",2020-04-22,"Escambia","Florida",1203,318316,418,10,377.9,"small/mid"
"19829",2020-04-22,"Essex","New Jersey",1099,798975,11387,888,137.6,"urban"
"19830",2020-04-22,"Faribault","Minnesota",8,13653,4,0,58.6,"rural"
"19831",2020-04-22,"Faulkner","Arkansas",209,126007,65,2,165.9,"small/mid"
"19832",2020-04-22,"Fayette","Alabama",64,16302,4,0,392.6,"rural"
"19833",2020-04-22,"Fayette","Georgia",123,114421,146,8,107.5,"suburban"
"19834",2020-04-22,"Fillmore","Minnesota",5,21067,11,0,23.7,"small/mid"
"19835",2020-04-22,"Finney","Kansas",56,36467,56,1,153.6,"rural"
"19836",2020-04-22,"Flagler","Florida",170,115081,78,2,147.7,"small/mid"
"19837",2020-04-22,"Florence","South Carolina",258,138293,176,8,186.6,"small/mid"
"19838",2020-04-22,"Floyd","Georgia",421,98498,128,8,427.4,"small/mid"
"19839",2020-04-22,"Forrest","Mississippi",140,74897,158,4,186.9,"small/mid"
"19840",2020-04-22,"Forsyth","Georgia",325,244252,227,8,133.1,"suburban"
"19841",2020-04-22,"Forsyth","North Carolina",655,382295,133,5,171.3,"small/mid"
"19842",2020-04-22,"Fort Bend","Texas",720,811688,870,18,88.7,"suburban"
"19843",2020-04-22,"Franklin","Alabama",79,31362,22,0,251.9,"rural"
"19844",2020-04-22,"Franklin","Arkansas",17,17715,1,0,96,"rural"
"19845",2020-04-22,"Franklin","Kentucky",175,50991,14,0,343.2,"rural"
"19846",2020-04-22,"Franklin","Ohio",1383,1316756,1598,42,105,"urban"
"19847",2020-04-22,"Freestone","Texas",57,19717,3,0,289.1,"rural"
"19848",2020-04-22,"Fresno","California",2385,999101,384,7,238.7,"small/mid"
"19849",2020-04-22,"Fulton","Kentucky",431,5969,1,0,7220.6,"rural"
"19850",2020-04-22,"Gadsden","Florida",118,45660,57,0,258.4,"small/mid"
"19851",2020-04-22,"Gallia","Ohio",26,29898,6,1,87,"rural"
"19852",2020-04-22,"Galveston","Texas",706,342139,491,21,206.3,"suburban"
"19853",2020-04-22,"Garvin","Oklahoma",37,27711,12,0,133.5,"rural"
"19854",2020-04-22,"Gaston","North Carolina",374,224529,123,3,166.6,"suburban"
"19855",2020-04-22,"Geary","Kansas",66,31670,10,0,208.4,"rural"
"19856",2020-04-22,"Giles","Tennessee",123,29464,6,0,417.5,"rural"
"19857",2020-04-22,"Glades","Florida",69,13811,5,1,499.6,"rural"
"19858",2020-04-22,"Gordon","Georgia",190,57963,70,8,327.8,"rural"
"19859",2020-04-22,"Grady","Oklahoma",128,55834,25,1,229.3,"suburban"
"19860",2020-04-22,"Grant","Indiana",274,65769,101,4,416.6,"rural"
"19861",2020-04-22,"Grant","Kentucky",186,25069,19,3,742,"suburban"
"19862",2020-04-22,"Grant","Washington",74,97733,143,1,75.7,"rural"
"19863",2020-04-22,"Graves","Kentucky",143,37266,84,7,383.7,"rural"
"19864",2020-04-22,"Grays Harbor","Washington",153,75061,12,0,203.8,"rural"
"19865",2020-04-22,"Greene","Missouri",765,293086,83,8,261,"small/mid"
"19866",2020-04-22,"Greene","Pennsylvania",32,36233,25,0,88.3,"rural"
"19867",2020-04-22,"Greenup","Kentucky",100,35098,10,0,284.9,"small/mid"
"19868",2020-04-22,"Guernsey","Ohio",54,38875,15,0,138.9,"rural"
"19869",2020-04-22,"Guilford","North Carolina",823,537174,226,14,153.2,"small/mid"
"19870",2020-04-22,"Habersham","Georgia",103,45328,130,3,227.2,"rural"
"19871",2020-04-22,"Halifax","Virginia",175,33911,12,0,516.1,"rural"
"19872",2020-04-22,"Hall","Nebraska",175,61353,588,13,285.2,"small/mid"
"19873",2020-04-22,"Hamblen","Tennessee",206,64934,13,2,317.2,"small/mid"
"19874",2020-04-22,"Hamilton","Florida",49,14428,5,0,339.6,"rural"
"19875",2020-04-22,"Hamilton","Indiana",182,338011,624,41,53.8,"suburban"
"19876",2020-04-22,"Hamilton","Ohio",941,817473,785,45,115.1,"urban"
"19877",2020-04-22,"Hamilton","Tennessee",312,367804,127,14,84.8,"small/mid"
"19878",2020-04-22,"Hancock","Indiana",180,78168,151,7,230.3,"suburban"
"19879",2020-04-22,"Hancock","Mississippi",177,47632,54,5,371.6,"small/mid"
"19880",2020-04-22,"Hanover","Virginia",277,107766,97,6,257,"suburban"
"19881",2020-04-22,"Haralson","Georgia",134,29792,25,1,449.8,"suburban"
"19882",2020-04-22,"Hardin","Iowa",38,16846,4,0,225.6,"rural"
"19883",2020-04-22,"Hardin","Kentucky",599,110958,32,0,539.8,"small/mid"
"19884",2020-04-22,"Harnett","North Carolina",203,135976,66,5,149.3,"rural"
"19885",2020-04-22,"Hart","Kentucky",129,19035,3,0,677.7,"rural"
"19886",2020-04-22,"Hempstead","Arkansas",32,21532,5,1,148.6,"rural"
"19887",2020-04-22,"Henderson","North Carolina",132,117417,129,13,112.4,"small/mid"
"19888",2020-04-22,"Hendricks","Indiana",162,170311,518,20,95.1,"suburban"
"19889",2020-04-22,"Hendry","Florida",156,42022,52,1,371.2,"rural"
"19890",2020-04-22,"Henrico","Virginia",1101,330818,684,82,332.8,"suburban"
"19891",2020-04-22,"Henry","Missouri",58,21824,6,1,265.8,"rural"
"19892",2020-04-22,"Highlands","Florida",370,106221,71,7,348.3,"small/mid"
"19893",2020-04-22,"Hinds","Mississippi",388,231840,377,6,167.4,"small/mid"
"19894",2020-04-22,"Hockley","Texas",58,23021,17,1,251.9,"rural"
"19895",2020-04-22,"Hopewell city","Virginia",1182,22529,16,0,5246.6,"suburban"
"19896",2020-04-22,"Hopkins","Kentucky",316,44686,159,18,707.2,"rural"
"19897",2020-04-22,"Hopkins","Texas",134,37084,4,0,361.3,"rural"
"19898",2020-04-22,"Houston","Alabama",239,105882,75,3,225.7,"small/mid"
"19899",2020-04-22,"Houston","Georgia",544,157863,190,13,344.6,"small/mid"
"19900",2020-04-22,"Howard","Arkansas",18,13202,13,0,136.3,"rural"
"19901",2020-04-22,"Howard","Indiana",354,82544,75,4,428.9,"small/mid"
"19902",2020-04-22,"Howard","Missouri",9,10001,2,0,90,"rural"
"19903",2020-04-22,"Hunterdon","New Jersey",25,124371,434,21,20.1,"suburban"
"19904",2020-04-22,"Huron","Ohio",48,58266,25,2,82.4,"rural"
"19905",2020-04-22,"Iron","Utah",114,54839,18,0,207.9,"rural"
"19906",2020-04-22,"Isabella","Michigan",90,69872,54,7,128.8,"rural"
"19907",2020-04-22,"Isanti","Minnesota",26,40596,6,0,64,"suburban"
"19908",2020-04-22,"Island","Washington",40,85141,168,9,47,"rural"
"19909",2020-04-22,"Jackson","Alabama",122,51626,42,2,236.3,"rural"
"19910",2020-04-22,"Jackson","Georgia",80,72977,63,1,109.6,"rural"
"19911",2020-04-22,"Jackson","Indiana",152,44231,97,0,343.7,"rural"
"19912",2020-04-22,"Jackson","Kansas",61,13171,1,0,463.1,"small/mid"
"19913",2020-04-22,"Jackson","Kentucky",87,13329,57,4,652.7,"rural"
"19914",2020-04-22,"Jackson","Mississippi",297,143617,221,6,206.8,"small/mid"
"19915",2020-04-22,"Jackson","Missouri",629,703011,288,12,89.5,"urban"
"19916",2020-04-22,"Jackson","Wisconsin",32,20643,12,1,155,"rural"
"19917",2020-04-22,"Jasper","Mississippi",21,16383,24,1,128.2,"rural"
"19918",2020-04-22,"Jefferson","Arkansas",214,66824,136,7,320.2,"small/mid"
"19919",2020-04-22,"Jefferson","Colorado",702,582881,1064,43,120.4,"suburban"
"19920",2020-04-22,"Jefferson","Kansas",21,19043,6,0,110.3,"small/mid"
"19921",2020-04-22,"Jefferson","Montana",9,12221,2,0,73.6,"rural"
"19922",2020-04-22,"Jefferson","Oregon",31,24658,2,0,125.7,"rural"
"19923",2020-04-22,"Jefferson","Washington",18,32221,28,0,55.9,"rural"
"19924",2020-04-22,"Jessamine","Kentucky",79,54115,32,0,146,"small/mid"
"19925",2020-04-22,"Johnson","Arkansas",28,26578,25,0,105.4,"rural"
"19926",2020-04-22,"Johnson","Iowa",54,151140,396,3,35.7,"small/mid"
"19927",2020-04-22,"Johnson","Kentucky",134,22188,1,0,603.9,"rural"
"19928",2020-04-22,"Johnson","Missouri",90,54062,52,0,166.5,"rural"
"19929",2020-04-22,"Johnston","North Carolina",209,209339,122,10,99.8,"suburban"
"19930",2020-04-22,"Josephine","Oregon",90,87487,19,1,102.9,"small/mid"
"19931",2020-04-22,"Kandiyohi","Minnesota",54,43199,3,0,125,"rural"
"19932",2020-04-22,"Kankakee","Illinois",260,109862,285,19,236.7,"small/mid"
"19933",2020-04-22,"Kaufman","Texas",378,136154,51,0,277.6,"suburban"
"19934",2020-04-22,"Kemper","Mississippi",346,9742,25,0,3551.6,"rural"
"19935",2020-04-22,"Kendall","Illinois",131,128990,157,4,101.6,"suburban"
"19936",2020-04-22,"Kenosha","Wisconsin",436,169561,278,6,257.1,"suburban"
"19937",2020-04-22,"Kenton","Kentucky",338,166998,179,15,202.4,"suburban"
"19938",2020-04-22,"Kershaw","South Carolina",76,66551,205,9,114.2,"small/mid"
"19939",2020-04-22,"King","Washington",27,2252782,5451,381,1.2,"urban"
"19940",2020-04-22,"Kings","California",445,152940,32,1,291,"small/mid"
"19941",2020-04-22,"Kitsap","Washington",171,271473,140,2,63,"small/mid"
"19942",2020-04-22,"Kittitas","Washington",83,47935,14,0,173.2,"rural"
"19943",2020-04-22,"Klamath","Oregon",75,68238,33,0,109.9,"rural"
"19944",2020-04-22,"Knox","Indiana",156,36594,18,0,426.3,"rural"
"19945",2020-04-22,"Knox","Kentucky",272,31145,5,0,873.3,"rural"
"19946",2020-04-22,"Knox","Ohio",57,62322,13,1,91.5,"rural"
"19947",2020-04-22,"Koochiching","Minnesota",2,12229,1,0,16.4,"rural"
"19948",2020-04-22,"La Crosse","Wisconsin",61,118016,25,0,51.7,"small/mid"
"19949",2020-04-22,"Lac qui Parle","Minnesota",0,6623,1,0,0,"rural"
"19950",2020-04-22,"Lake","California",177,64386,6,0,274.9,"rural"
"19951",2020-04-22,"Lamar","Georgia",46,19077,28,0,241.1,"suburban"
"19952",2020-04-22,"Lamar","Mississippi",73,63343,79,2,115.2,"small/mid"
"19953",2020-04-22,"Lancaster","Nebraska",451,319090,97,1,141.3,"small/mid"
"19954",2020-04-22,"Lancaster","Pennsylvania",640,545724,1326,122,117.3,"small/mid"
"19955",2020-04-22,"LaPorte","Indiana",250,109888,144,5,227.5,"small/mid"
"19956",2020-04-22,"Larimer","Colorado",344,356899,266,14,96.4,"small/mid"
"19957",2020-04-22,"Larue","Kentucky",101,14398,5,0,701.5,"small/mid"
"19958",2020-04-22,"Laurel","Kentucky",566,60813,14,2,930.7,"rural"
"19959",2020-04-22,"Laurens","Georgia",271,47546,44,1,570,"rural"
"19960",2020-04-22,"Laurens","South Carolina",161,67493,21,1,238.5,"small/mid"
"19961",2020-04-22,"Lavaca","Texas",20,20154,4,0,99.2,"rural"
"19962",2020-04-22,"Lawrence","Tennessee",186,44142,16,0,421.4,"rural"
"19963",2020-04-22,"Le Sueur","Minnesota",21,28887,22,0,72.7,"suburban"
"19964",2020-04-22,"Lea","New Mexico",131,71070,5,0,184.3,"rural"
"19965",2020-04-22,"Lee","Mississippi",180,85436,64,4,210.7,"rural"
"19966",2020-04-22,"Lee","North Carolina",89,61779,49,0,144.1,"rural"
"19967",2020-04-22,"Leslie","Kentucky",193,9877,2,0,1954,"rural"
"19968",2020-04-22,"Letcher","Kentucky",87,21553,1,0,403.7,"rural"
"19969",2020-04-22,"Levy","Florida",97,41503,13,0,233.7,"rural"
"19970",2020-04-22,"Lewis","Kentucky",45,13275,3,0,339,"rural"
"19971",2020-04-22,"Lewis","Missouri",6,9776,1,1,61.4,"rural"
"19972",2020-04-22,"Lewis","Washington",116,80707,22,3,143.7,"rural"
"19973",2020-04-22,"Lewis and Clark","Montana",78,69432,16,0,112.3,"rural"
"19974",2020-04-22,"Lexington","South Carolina",333,298750,286,9,111.5,"small/mid"
"19975",2020-04-22,"Liberty","Georgia",162,61435,34,0,263.7,"small/mid"
"19976",2020-04-22,"Liberty","Texas",224,88219,37,0,253.9,"suburban"
"19977",2020-04-22,"Licking","Ohio",174,176862,103,4,98.4,"suburban"
"19978",2020-04-22,"Lincoln","Kentucky",63,24549,4,1,256.6,"rural"
"19979",2020-04-22,"Lincoln","Nebraska",105,34914,18,1,300.7,"rural"
"19980",2020-04-22,"Lincoln","North Carolina",77,86111,24,0,89.4,"suburban"
"19981",2020-04-22,"Lincoln","Oregon",81,49962,5,0,162.1,"rural"
"19982",2020-04-22,"Lincoln","Washington",6,10939,2,0,54.8,"rural"
"19983",2020-04-22,"Lincoln","Wyoming",34,19830,9,0,171.5,"rural"
"19984",2020-04-22,"Linn","Iowa",225,226706,469,29,99.2,"small/mid"
"19985",2020-04-22,"Linn","Oregon",105,129749,63,6,80.9,"small/mid"
"19986",2020-04-22,"Livingston","Missouri",19,15227,2,0,124.8,"rural"
"19987",2020-04-22,"Logan","Kentucky",114,27102,8,0,420.6,"rural"
"19988",2020-04-22,"Lonoke","Arkansas",233,73309,28,0,317.8,"small/mid"
"19989",2020-04-22,"Los Angeles","California",12131,10039107,16435,729,120.8,"urban"
"19990",2020-04-22,"Loudon","Tennessee",73,54068,23,0,135,"small/mid"
"19991",2020-04-22,"Lubbock","Texas",1156,310569,470,39,372.2,"small/mid"
"19992",2020-04-22,"Lumpkin","Georgia",75,33610,26,0,223.1,"rural"
"19993",2020-04-22,"Lyon","Iowa",7,11755,5,0,59.5,"rural"
"19994",2020-04-22,"Lyon","Minnesota",20,25474,6,0,78.5,"rural"
"19995",2020-04-22,"Macon","Illinois",233,104009,93,10,224,"small/mid"
"19996",2020-04-22,"Macon","Tennessee",233,24602,35,3,947.1,"suburban"
"19997",2020-04-22,"Madera","California",516,157327,36,2,328,"small/mid"
"19998",2020-04-22,"Madison","Arkansas",1,16576,1,0,6,"small/mid"
"19999",2020-04-22,"Madison","Kentucky",243,92987,23,1,261.3,"rural"
"20000",2020-04-22,"Manitowoc","Wisconsin",180,78981,7,0,227.9,"rural"
"20001",2020-04-22,"Marin","California",158,258826,203,11,61,"suburban"
"20002",2020-04-22,"Marion","Alabama",95,29709,65,5,319.8,"rural"
"20003",2020-04-22,"Marion","Arkansas",26,16694,1,0,155.7,"rural"
"20004",2020-04-22,"Marion","Indiana",1278,964582,4263,214,132.5,"urban"
"20005",2020-04-22,"Marion","Kansas",4,11884,5,0,33.7,"rural"
"20006",2020-04-22,"Marion","Kentucky",229,19273,13,0,1188.2,"rural"
"20007",2020-04-22,"Marion","Mississippi",284,24573,48,2,1155.7,"rural"
"20008",2020-04-22,"Marion","Missouri",43,28530,4,0,150.7,"rural"
"20009",2020-04-22,"Marion","Oregon",311,347818,388,14,89.4,"small/mid"
"20010",2020-04-22,"Marion","South Carolina",59,30657,22,1,192.5,"rural"
"20011",2020-04-22,"Marshall","Iowa",72,39369,239,0,182.9,"rural"
"20012",2020-04-22,"Marshall","Tennessee",97,34375,24,1,282.2,"rural"
"20013",2020-04-22,"Martin","Florida",400,161000,161,4,248.4,"small/mid"
"20014",2020-04-22,"Martin","Minnesota",8,19683,41,4,40.6,"rural"
"20015",2020-04-22,"Mason","Kentucky",111,17070,6,0,650.3,"rural"
"20016",2020-04-22,"Mason","Washington",70,66768,22,0,104.8,"rural"
"20017",2020-04-22,"Mayes","Oklahoma",62,41100,19,3,150.9,"rural"
"20018",2020-04-22,"McClain","Oklahoma",62,40474,25,0,153.2,"suburban"
"20019",2020-04-22,"McCracken","Kentucky",373,65418,30,2,570.2,"rural"
"20020",2020-04-22,"McDonald","Missouri",17,22837,4,0,74.4,"small/mid"
"20021",2020-04-22,"McDuffie","Georgia",91,21312,37,4,427,"small/mid"
"20022",2020-04-22,"McHenry","Illinois",208,307774,399,22,67.6,"suburban"
"20023",2020-04-22,"McLeod","Minnesota",9,35893,3,0,25.1,"rural"
"20024",2020-04-22,"Mecklenburg","North Carolina",1383,1110356,1284,33,124.6,"urban"
"20025",2020-04-22,"Merced","California",661,277680,94,3,238,"small/mid"
"20026",2020-04-22,"Mercer","Pennsylvania",189,109424,59,1,172.7,"small/mid"
"20027",2020-04-22,"Mesa","Colorado",328,154210,37,0,212.7,"small/mid"
"20028",2020-04-22,"Middlesex","Virginia",142,10582,3,0,1341.9,"rural"
"20029",2020-04-22,"Midland","Texas",338,176832,67,4,191.1,"small/mid"
"20030",2020-04-22,"Milam","Texas",125,24823,12,0,503.6,"rural"
"20031",2020-04-22,"Mille Lacs","Minnesota",32,26277,1,1,121.8,"suburban"
"20032",2020-04-22,"Milwaukee","Wisconsin",1443,945726,2304,142,152.6,"urban"
"20033",2020-04-22,"Minnehaha","South Dakota",324,193134,1555,5,167.8,"small/mid"
"20034",2020-04-22,"Missoula","Montana",256,119600,39,1,214,"small/mid"
"20035",2020-04-22,"Mobile","Alabama",1077,413210,759,39,260.6,"small/mid"
"20036",2020-04-22,"Mohave","Arizona",333,212181,62,3,156.9,"small/mid"
"20037",2020-04-22,"Monroe","Arkansas",5,6701,4,0,74.6,"rural"
"20038",2020-04-22,"Monroe","Florida",397,74228,73,3,534.8,"rural"
"20039",2020-04-22,"Monroe","Georgia",98,27578,15,1,355.4,"small/mid"
"20040",2020-04-22,"Monterey","California",605,434061,154,4,139.4,"small/mid"
"20041",2020-04-22,"Montgomery","Indiana",104,38338,27,0,271.3,"rural"
"20042",2020-04-22,"Montgomery","Kentucky",131,28157,9,0,465.2,"rural"
"20043",2020-04-22,"Montgomery","Texas",601,607391,440,7,98.9,"suburban"
"20044",2020-04-22,"Moore","North Carolina",121,100880,67,2,119.9,"rural"
"20045",2020-04-22,"Morgan","Alabama",525,119679,50,0,438.7,"small/mid"
"20046",2020-04-22,"Morgan","Missouri",63,20627,3,0,305.4,"rural"
"20047",2020-04-22,"Morrison","Minnesota",17,33386,1,0,50.9,"rural"
"20048",2020-04-22,"Morrow","Ohio",84,35328,25,0,237.8,"suburban"
"20049",2020-04-22,"Moultrie","Illinois",19,14501,2,0,131,"rural"
"20050",2020-04-22,"Mower","Minnesota",43,40062,27,0,107.3,"rural"
"20051",2020-04-22,"Muhlenberg","Kentucky",206,30622,75,2,672.7,"rural"
"20052",2020-04-22,"Napa","California",180,137744,58,2,130.7,"small/mid"
"20053",2020-04-22,"Nassau","Florida",162,88625,46,0,182.8,"suburban"
"20054",2020-04-22,"Navajo","Arizona",240,110924,527,12,216.4,"rural"
"20055",2020-04-22,"Nelson","Kentucky",72,46233,14,0,155.7,"rural"
"20056",2020-04-22,"Nevada","Arkansas",36,8252,1,0,436.3,"rural"
"20057",2020-04-22,"Nevada","California",154,99755,36,1,154.4,"rural"
"20058",2020-04-22,"New Hanover","North Carolina",331,234473,62,2,141.2,"small/mid"
"20059",2020-04-22,"Newberry","South Carolina",515,38440,21,1,1339.8,"rural"
"20060",2020-04-22,"Nez Perce","Idaho",99,40408,35,13,245,"small/mid"
"20061",2020-04-22,"Niagara","New York",250,209281,268,10,119.5,"suburban"
"20062",2020-04-22,"Nicollet","Minnesota",7,34274,8,2,20.4,"small/mid"
"20063",2020-04-22,"Niobrara","Wyoming",2,2356,2,0,84.9,"rural"
"20064",2020-04-22,"Nobles","Minnesota",26,21629,126,1,120.2,"rural"
"20065",2020-04-22,"Nodaway","Missouri",9,22092,3,0,40.7,"rural"
"20066",2020-04-22,"Norfolk city","Virginia",740,242742,126,3,304.9,"urban"
"20067",2020-04-22,"O'Brien","Iowa",21,13753,3,0,152.7,"rural"
"20068",2020-04-22,"Oakland","Michigan",786,1257584,6463,529,62.5,"suburban"
"20069",2020-04-22,"Ocean","New Jersey",197,607186,5234,270,32.4,"suburban"
"20070",2020-04-22,"Oconee","South Carolina",127,79546,19,0,159.7,"rural"
"20071",2020-04-22,"Ohio","Kentucky",23,23994,25,0,95.9,"rural"
"20072",2020-04-22,"Okaloosa","Florida",510,210738,134,3,242,"small/mid"
"20073",2020-04-22,"Okanogan","Washington",72,42243,14,1,170.4,"rural"
"20074",2020-04-22,"Okmulgee","Oklahoma",164,38465,16,0,426.4,"small/mid"
"20075",2020-04-22,"Oldham","Kentucky",242,66799,24,0,362.3,"suburban"
"20076",2020-04-22,"Oneida","New York",235,228671,301,8,102.8,"small/mid"
"20077",2020-04-22,"Onondaga","New York",339,460528,526,28,73.6,"small/mid"
"20078",2020-04-22,"Orange","North Carolina",44,148476,195,7,29.6,"small/mid"
"20079",2020-04-22,"Osage","Oklahoma",47,46963,65,8,100.1,"small/mid"
"20080",2020-04-22,"Osceola","Florida",677,375751,423,6,180.2,"suburban"
"20081",2020-04-22,"Ouachita","Arkansas",108,23382,5,0,461.9,"rural"
"20082",2020-04-22,"Owyhee","Idaho",21,11823,6,0,177.6,"small/mid"
"20083",2020-04-22,"Ozaukee","Wisconsin",183,89221,80,9,205.1,"suburban"
"20084",2020-04-22,"Park","Wyoming",28,29194,1,0,95.9,"rural"
"20085",2020-04-22,"Parmer","Texas",16,9605,3,0,166.6,"rural"
"20086",2020-04-22,"Pawnee","Oklahoma",22,16376,28,2,134.3,"small/mid"
"20087",2020-04-22,"Pender","North Carolina",64,63060,9,0,101.5,"small/mid"
"20088",2020-04-22,"Pennington","Minnesota",30,14119,1,0,212.5,"rural"
"20089",2020-04-22,"Pennington","South Dakota",441,113775,11,0,387.6,"small/mid"
"20090",2020-04-22,"Penobscot","Maine",187,152148,47,0,122.9,"small/mid"
"20091",2020-04-22,"Perry","Indiana",41,19169,6,0,213.9,"rural"
"20092",2020-04-22,"Perry","Mississippi",14,11973,22,1,116.9,"small/mid"
"20093",2020-04-22,"Perry","Missouri",22,19136,38,0,115,"rural"
"20094",2020-04-22,"Pickaway","Ohio",56,58457,1658,5,95.8,"suburban"
