"date","county","state","jail_population","resident_population","cases","deaths","jail_incarceration_rate_per_100k","urbanicity","tot_pop","male_perc","female_perc","white_pop_perc","black_pop_perc","asian_pop_perc","hisp_pop_perc","age_oto4","age_5to14_perc","age_15to24_perc","age_25to34_perc","age_35to44_perc","age_45to54_perc","age_55to64_perc","age_65to74_perc","age_75to84_perc","age_84plus_perc","lowrisk_agegroup_perc","highrisk_agegroup_perc","land_area","population_density","pop_infection_rate","cluster"
2020-03-31,"Hawkins","Tennessee",204,56786,4,0,359.2,"small/mid",56530,0.49076596497435,0.50923403502565,0.975888908544136,0.0200070758889085,0.00610295418361932,0.0165045108791792,2709,0.113072704758535,0.109800106138334,0.112542013090394,0.110083141694675,0.147355386520432,0.147939147355387,0.125809304793915,0.0644967274013798,0.0209800106138334,0.788713957190872,0.211286042809128,486.98,116.08279600805,7.04398971577501e-05,"3"
2020-03-31,"Haywood","Tennessee",97,17304,2,0,560.6,"rural",17335,0.466397461782521,0.533602538217479,0.483991923853476,0.515719642342082,0.0040957600230747,0.0441880588404961,961,0.126218632823767,0.119411595038939,0.114565907124315,0.117334871646957,0.126218632823767,0.150504759157773,0.113585232189213,0.0528987597346409,0.0238246322468993,0.809691375829247,0.190308624170753,533.11,32.5167413854552,0.000115580212667591,"3"
2020-03-31,"Humphreys","Tennessee",82,18582,2,0,441.3,"rural",18486,0.497457535432219,0.502542464567781,0.959374661906307,0.0365141187925998,0.00649139889646219,0.0267770204479065,1011,0.12036135453857,0.112138915936384,0.11587147030185,0.113166720761657,0.136481661798117,0.147138374986476,0.115979660283458,0.0644812290381911,0.019690576652602,0.799848534025749,0.200151465974251,530.98,34.8148706165957,0.000107631040792164,"3"
2020-03-31,"Maury","Tennessee",244,96387,15,0,253.1,"suburban",94340,0.482361670553318,0.517638329446682,0.864574941700233,0.132817468730125,0.0133877464490142,0.0614585541657833,6216,0.130962476150095,0.11124655501378,0.138191647233411,0.130135679457282,0.126150095399618,0.138276446894212,0.0982086071655713,0.0450286198855205,0.0159105363578546,0.840852236591054,0.159147763408946,613.14,153.863717911081,0.000155622646207476,"3"
2020-03-31,"McMinn","Tennessee",218,53794,3,0,405.2,"rural",53285,0.487473022426574,0.512526977573426,0.947396077695411,0.0489255888148635,0.00953363986112414,0.0421131650558318,2937,0.118044477808014,0.121497607206531,0.11354039598386,0.113746833067467,0.13705545650746,0.144731162616121,0.11235807450502,0.0620624941353101,0.0218447968471427,0.803734634512527,0.196265365487473,430.13,123.881152209797,5.57683012975425e-05,"3"
2020-03-31,"McNairy","Tennessee",53,25694,1,0,206.3,"rural",25832,0.491328584701146,0.508671415298854,0.93070610096005,0.0697197274698049,0.00464540105295757,0.0215236915453701,1347,0.123993496438526,0.11555435119232,0.109979869928771,0.116831836481883,0.134948900588417,0.138665221430784,0.121593372561164,0.0667776401362651,0.0195106844224218,0.792118302880149,0.207881697119851,562.86,45.8941832782575,3.89195921226746e-05,"3"
2020-03-31,"Meigs","Tennessee",63,12422,1,0,507.2,"rural",12306,0.496424508369901,0.503575491630099,0.971233544612384,0.0208841215667154,0.00487567040468064,0.0232406955956444,650,0.114171948642938,0.10945880058508,0.105233219567691,0.11847879083374,0.144888672192426,0.14269462051032,0.13603120429059,0.0596457012839265,0.0165772793759142,0.787745815049569,0.212254184950431,195.12,63.0688806888069,8.05023345677025e-05,"3"
2020-03-31,"Obion","Tennessee",139,30069,1,0,462.3,"rural",30267,0.483926388475898,0.516073611524102,0.881983678593848,0.118313674959527,0.00631050318829088,0.0459906829219942,1712,0.120758581953943,0.116232200085902,0.114348960914527,0.116727789341527,0.129646149271484,0.141573330690191,0.116926025043777,0.0644266032312419,0.0227971057587471,0.795850265966234,0.204149734033766,544.73,55.5633065922567,3.3256842595364e-05,"3"
2020-03-31,"Overton","Tennessee",89,22241,2,0,400.2,"rural",22068,0.495695124161682,0.504304875838318,0.985408736632228,0.0115098785571869,0.00475802066340402,0.0157241254304876,1139,0.120491208990393,0.115869131774515,0.112833061446438,0.116186333152075,0.137891970273699,0.139342033713975,0.122077215878195,0.0651169113648722,0.01857893782853,0.794226934928403,0.205773065071597,433.48,50.9089231337086,8.99240142079942e-05,"3"
2020-03-31,"Rutherford","Tennessee",914,332285,57,0,275.1,"suburban",324890,0.492215826895257,0.507784173104743,0.797793099202807,0.174726830619594,0.0428791283203546,0.0845116808766044,21353,0.138733109667888,0.164227892517467,0.148225553264182,0.141281664563391,0.129754686201484,0.107507156268275,0.0658315122041306,0.0288620763950876,0.00985256548370218,0.89545384591708,0.10454615408292,619.36,524.557607853268,0.000171539491701401,"2"
2020-03-31,"Sevier","Tennessee",439,98250,7,0,446.8,"rural",97892,0.489467985126466,0.510532014873534,0.96623830343644,0.0186940710170392,0.016089159481878,0.0626506762554652,5308,0.114687614922568,0.112624116373146,0.119315163649736,0.114963429085114,0.139439382176276,0.147172394066931,0.12201201323908,0.058441956441793,0.0171209087565889,0.802425121562538,0.197574878437462,592.5,165.218565400844,7.12468193384224e-05,"3"
2020-03-31,"Spokane","Washington",606,522798,140,4,115.9,"small/mid",514631,0.495875685685472,0.504124314314528,0.928921887721494,0.0344926753343658,0.0386743122742314,0.0592133004035901,31388,0.123575921388335,0.130497385505343,0.149975419280999,0.123449617298608,0.118791911097466,0.130895729172941,0.0980411207253352,0.0446028319320056,0.0191787902399972,0.838177257102662,0.161822742897338,1763.79,291.775664903418,0.000267789853824996,"3"
2020-03-31,"Trousdale","Tennessee",37,11284,3,0,327.9,"suburban",11012,0.592172175808209,0.407827824191791,0.873955684707592,0.126770795495823,0.00681075190701053,0.0244278968398111,545,0.0991645477660734,0.138122048674174,0.214402470032692,0.130221576462041,0.132945877224846,0.106156919723938,0.0792771521976026,0.0382310207046858,0.0119869233563385,0.870504903741373,0.129495096258627,114.19,96.4357649531483,0.000265863169088976,"2"
2020-03-31,"Unicoi","Tennessee",115,17883,1,0,643.1,"small/mid",17761,0.491188559202748,0.508811440797252,0.985361184617983,0.0101908676313271,0.00360340070941951,0.0510669444288047,799,0.104836439389674,0.108102021282585,0.1073137773774,0.112268453352852,0.136028376780587,0.154326896008108,0.129722425539103,0.0749957772647936,0.0274196272732391,0.767862169922865,0.232137830077135,186.17,95.4020518880593,5.59190292456523e-05,"1"
2020-03-31,"Weakley","Tennessee",85,33328,1,0,255,"rural",33415,0.490258865778842,0.509741134221158,0.905491545713003,0.0860392039503217,0.0148436330989077,0.0267544515935957,1699,0.108155020200509,0.193326350441419,0.112344755349394,0.102259464312435,0.120245398773006,0.126440221457429,0.105551399072273,0.0566512045488553,0.0241807571449948,0.813616639233877,0.186383360766123,580.36,57.5763319319043,3.00048007681229e-05,"3"
2020-04-02,"Appling","Georgia",61,18386,3,0,331.8,"rural",18507,0.499270546279786,0.500729453720214,0.786783379261901,0.207218890149673,0.0096179823850435,0.102447722483385,1255,0.139460744583131,0.122332090560329,0.118711838763711,0.119198141243854,0.124925703787756,0.135246123088561,0.102447722483385,0.0521964662019776,0.0176689901118496,0.827686821202788,0.172313178797212,507.08,36.4971996529147,0.000163167627542696,"3"
2020-04-02,"Bacon","Georgia",39,11164,6,0,349.3,"rural",11185,0.488869021010282,0.511130978989718,0.819937416182387,0.179436745641484,0.0084041126508717,0.0870809119356281,732,0.145462673223067,0.12820742065266,0.123737147966026,0.129995529727313,0.124720607957085,0.122038444345105,0.0983459991059455,0.0481895395619133,0.013857845328565,0.839606616003576,0.160393383996424,258.58,43.2554721942919,0.00053744177714081,"3"
2020-04-02,"Baker","Georgia",0,3038,4,1,0,"small/mid",3092,0.494501940491591,0.505498059508409,0.534282018111255,0.45601552393273,0.0126131953428202,0.0604786545924968,164,0.104139715394567,0.111901681759379,0.109961190168176,0.0992884864165589,0.130336351875809,0.166235446313066,0.133247089262613,0.0604786545924968,0.0313712807244502,0.77490297542044,0.22509702457956,341.94,9.04252207989706,0.00131665569453588,"1"
2020-04-02,"Banks","Georgia",32,19234,3,0,166.4,"rural",18988,0.507952390983779,0.492047609016221,0.951179692437329,0.0361280808931957,0.0133242047609016,0.0711502001263956,1119,0.121129134190015,0.12270907941858,0.118495892142406,0.124763008215715,0.142563724457552,0.136507267748051,0.109700863703392,0.0524541815883716,0.0127448915104276,0.825100063197809,0.174899936802191,232.09,81.8130897496661,0.000155973796402204,"3"
2020-04-02,"Barrow","Georgia",200,83240,20,2,240.3,"suburban",80809,0.490007301166949,0.509992698833051,0.827964706901459,0.138685047457585,0.0440173743023673,0.11529656350159,5433,0.149624423022188,0.122634855028524,0.146258461310003,0.140714524372285,0.133561855733891,0.115506936108602,0.0786669801631006,0.0341298617728223,0.0116694922595255,0.875533665804551,0.124466334195449,160.31,504.07959578317,0.000240269101393561,"2"
2020-04-02,"Ben Hill","Georgia",87,16700,3,0,521,"rural",16787,0.47447429558587,0.52552570441413,0.6219098111634,0.369333412759874,0.0103055936141062,0.0622505510216239,1074,0.142372073628403,0.121046047536784,0.121760886400191,0.115148626913683,0.125871209864776,0.13474712575207,0.104604753678442,0.0527193661762078,0.0177518317745875,0.824924048370763,0.175075951629237,250.12,67.1157844234767,0.000179640718562874,"3"
2020-04-02,"Bleckley","Georgia",35,12873,1,0,271.9,"rural",12838,0.4770213428883,0.5229786571117,0.71934880822558,0.274809160305344,0.0122293192085995,0.0311575011684063,678,0.111855429194579,0.183907150646518,0.117619566910734,0.10733759152516,0.127589967284624,0.13039414238978,0.089266240847484,0.0553824583268422,0.0238354883938308,0.831515812431843,0.168484187568157,215.87,59.4709779033678,7.76819700147596e-05,"3"
2020-04-02,"Brooks","Georgia",20,15457,4,0,129.4,"small/mid",15513,0.487913362985883,0.512086637014117,0.631792690001934,0.358409076258622,0.0134081093276607,0.0586604783085154,920,0.122284535550828,0.108231805582415,0.117965577257784,0.105846709211629,0.134274479468833,0.153806484883646,0.121317604589699,0.0609811126152259,0.0159865918906723,0.801714690904403,0.198285309095597,493.05,31.4633404320049,0.000258782428673093,"3"
2020-04-02,"Bryan","Georgia",15,39627,11,1,37.9,"small/mid",38109,0.493190584901204,0.506809415098796,0.819491458710541,0.166338660159018,0.0306226875541211,0.0729486473011625,2853,0.167991812957569,0.124983599674618,0.141672570783804,0.156472224408932,0.124983599674618,0.102757878716314,0.0675168595344932,0.0289432942349576,0.00981395470886142,0.893725891521688,0.106274108478312,435.97,87.4119778883868,0.000277588512882631,"2"
2020-04-02,"Butts","Georgia",200,24936,9,0,802.1,"suburban",24193,0.528003968089943,0.471996031910057,0.701566568842227,0.296284049105113,0.0086388624808829,0.0347207870045054,1401,0.115735956681685,0.128590914727401,0.144215268879428,0.131070970942008,0.137229777208283,0.129748274294217,0.0944901417765469,0.0445996775926921,0.0164097052866532,0.844500475344108,0.155499524655892,184.39,131.2055968328,0.000360923965351299,"3"
2020-04-02,"Candler","Georgia",22,10803,1,0,203.6,"rural",10836,0.49031007751938,0.50968992248062,0.73468069398302,0.255352528608343,0.0146733111849391,0.123385012919897,672,0.146917681801403,0.120062753783684,0.120708748615725,0.113879660391288,0.125507567368032,0.130767811000369,0.111849390919158,0.0522332964193429,0.0160575858250277,0.819859726836471,0.180140273163529,243.04,44.5852534562212,9.25668795704897e-05,"3"
2020-04-02,"Charlton","Georgia",0,13392,1,0,0,"rural",12968,0.573411474398519,0.426588525601481,0.670111042566317,0.303439235040099,0.0112584824182603,0.047038864898211,664,0.111505243676743,0.124305983960518,0.162014188772363,0.129626773596545,0.134407772979642,0.127159161011721,0.0906076495990129,0.0515885256014806,0.0175817396668723,0.840222085132634,0.159777914867366,773.58,16.7636185009954,7.46714456391876e-05,"2"
2020-04-02,"Chatham","Georgia",1391,289430,44,3,480.6,"small/mid",289195,0.480568474558689,0.519431525441311,0.552187970054807,0.423921575407597,0.0367917840903197,0.0655889624647729,18249,0.115721226162278,0.143225159494459,0.163633534466364,0.124096198067048,0.115230207991148,0.121191583533602,0.0919241342346859,0.0437594010961462,0.0181158042151489,0.846200660454019,0.153799339545981,426.44,678.161054310102,0.000152022941643921,"2"
2020-04-02,"Chattahoochee","Georgia",0,10907,2,0,0,"small/mid",10684,0.640490453013852,0.359509546986148,0.738113066267316,0.224073380756271,0.046330962186447,0.16061400224635,898,0.113347061025833,0.29502059153875,0.251403968551104,0.104829651815799,0.0613066267315612,0.0417446649195058,0.025833021340322,0.0169412205166604,0.00552227630101086,0.951703481842007,0.0482965181579933,248.74,42.9524805017287,0.000183368478958467,"2"
2020-04-02,"Chattooga","Georgia",32,24789,3,0,129.1,"rural",24790,0.511496571198064,0.488503428801936,0.885599031867689,0.11246470350948,0.00782573618394514,0.0538926986688181,1485,0.124808390480032,0.121984671238403,0.126744655102864,0.12170229931424,0.133198870512303,0.136022589753933,0.101331181928197,0.0534086325131101,0.0208955223880597,0.824364663170633,0.175635336829367,313.34,79.1153379715325,0.00012102142079148,"3"
2020-04-02,"Clarke","Georgia",223,128331,55,7,173.8,"small/mid",127330,0.473745386004869,0.526254613995131,0.664917929788738,0.295688368805466,0.0513783083326789,0.108631115997801,6662,0.0953742244561376,0.283617372182518,0.164862954527605,0.113241184324197,0.0908662530432734,0.0900887457786853,0.0669755752768397,0.0301892719704704,0.0124636770596089,0.890371475693081,0.109628524306919,119.2,1068.20469798658,0.0004285792209209,"2"
2020-04-02,"Clinch","Georgia",0,6618,2,0,0,"rural",6648,0.486161251504212,0.513838748495788,0.712695547533093,0.284296028880866,0.00556558363417569,0.0586642599277978,438,0.144554753309266,0.128158844765343,0.128158844765343,0.117930204572804,0.13011432009627,0.123194945848375,0.102286401925391,0.0476835138387485,0.0120336943441637,0.837996389891697,0.162003610108303,800.22,8.30771537827098,0.000302206104563312,"3"
2020-04-02,"Cobb","Georgia",1189,760141,341,17,156.4,"suburban",756865,0.484366432587053,0.515633567412947,0.648295270622898,0.302928527544542,0.064113150958229,0.131891420530742,46903,0.132327429594446,0.130921630673898,0.146687982665337,0.141210123337715,0.142444161111955,0.121857927107212,0.0779148196838274,0.0328433736531614,0.0118224518243016,0.87741935483871,0.12258064516129,339.55,2229.02370784862,0.000448600983238636,"2"
2020-04-02,"Colquitt","Georgia",126,45600,28,2,276.3,"rural",45592,0.495371995086857,0.504628004913143,0.738748025969468,0.243463765572908,0.0113616423934024,0.196657308299702,3069,0.151188805053518,0.12918933146166,0.129781540621162,0.126491489735041,0.12653535708019,0.114778908580453,0.0922310931742411,0.0456001052816284,0.0168889278820846,0.845279873662046,0.154720126337954,544.15,83.7857208490306,0.000614035087719298,"3"
2020-04-02,"Crisp","Georgia",223,22372,21,0,996.8,"rural",22601,0.472855183398965,0.527144816601035,0.534489624352905,0.454050705720986,0.0160612362284855,0.0349984513959559,1428,0.136675368346533,0.120260165479404,0.116853236582452,0.117384186540419,0.121764523693642,0.137294809964161,0.110172116278041,0.0534047166054599,0.02300783151188,0.813415335604619,0.186584664395381,272.58,82.9151074913787,0.000938673341677096,"3"
2020-04-02,"Dooly","Georgia",44,13390,11,0,328.6,"rural",13706,0.543630526776594,0.456369473223406,0.48803443747264,0.506055742010798,0.00890121114840216,0.0687290237852036,521,0.100831752517146,0.110097767401138,0.125930249525755,0.132642638260616,0.139500948489713,0.151758354005545,0.115861666423464,0.0646432219465927,0.0207208521815263,0.798774259448417,0.201225740551583,391.94,34.9696382099301,0.00082150858849888,"3"
2020-04-02,"Early","Georgia",22,10190,42,1,215.9,"rural",10247,0.466673172635893,0.533326827364107,0.471943007709574,0.518981165219089,0.00888064799453499,0.0231287206011516,653,0.141016882990143,0.124133892846687,0.1118376110081,0.111544842392895,0.126280862691519,0.131355518688397,0.103737679320777,0.0630428418073583,0.0233238996779545,0.80989557919391,0.19010442080609,512.59,19.990635790788,0.00412168792934249,"3"
2020-04-02,"Emanuel","Georgia",102,22646,1,0,450.4,"rural",22612,0.492216522200601,0.507783477799399,0.638156730939324,0.355386520431629,0.00866796391296657,0.0449318945692553,1496,0.142490712895808,0.130019458694498,0.134530337873695,0.122014859366708,0.116531045462586,0.127144878825402,0.0961436405448435,0.0486025119405625,0.0163629931010083,0.838890854413586,0.161109145586414,680.6,33.2236262121657,4.41579086814448e-05,"3"
2020-04-02,"Gilmer","Georgia",74,31369,1,0,235.9,"rural",30816,0.500941069574247,0.499058930425753,0.96673805815161,0.0174909138110073,0.00918354101765317,0.119061526479751,1658,0.104718328141225,0.0999805295950156,0.0984877985462098,0.107411734164071,0.127271547248183,0.160046728971963,0.157223520249221,0.0702557113187954,0.0208008826583593,0.751719885773624,0.248280114226376,426.54,72.2464481642988,3.1878606267334e-05,"1"
2020-04-02,"Glynn","Georgia",322,85292,21,0,377.5,"small/mid",85219,0.4709747826189,0.5290252173811,0.705875450310377,0.280277872305472,0.0207113437144299,0.0684471772726739,4733,0.122648705100975,0.120043652237177,0.120090590126615,0.11400039897206,0.125511916356681,0.139781034745773,0.122061981483003,0.0595055093347728,0.0208169539656649,0.79761555521656,0.20238444478344,419.75,203.023228111971,0.000246213009426441,"3"
2020-04-02,"Gwinnett","Georgia",1831,936250,303,8,195.6,"suburban",927781,0.488246687526474,0.511753312473526,0.568859461446182,0.310991494760078,0.133823607079688,0.214783445662285,61223,0.153666651936179,0.140162387459972,0.132374989356324,0.144195666865349,0.147214698296257,0.115873250260568,0.0654874372292599,0.0263736808578749,0.00866260464484614,0.899476277268019,0.100523722731981,430.38,2155.72517310284,0.000323631508678238,"2"
2020-04-02,"Heard","Georgia",29,11923,2,1,243.2,"suburban",11879,0.498021718999916,0.501978281000084,0.8898055391868,0.111288829026012,0.00791312400033673,0.0282010270224766,667,0.129472177792744,0.125852344473441,0.118191766983753,0.11549793753683,0.141005135112383,0.13923730953784,0.107332267025844,0.0503409377893762,0.016920616213486,0.825406178971294,0.174593821028706,296.03,40.1276897611729,0.000167743017696888,"3"
2020-04-02,"Jenkins","Georgia",47,8676,1,0,541.7,"rural",8683,0.536450535529195,0.463549464470805,0.553380168144651,0.438788437176091,0.00760105954163308,0.0562017735805597,461,0.114015893124496,0.133594379822642,0.146377979960843,0.125071979730508,0.127490498675573,0.132442704134516,0.100541287573419,0.0495220545894276,0.0178509731659565,0.832085684671197,0.167914315328803,347.28,25.0028795208477,0.000115260488704472,"3"
2020-04-02,"Lanier","Georgia",0,10423,1,0,0,"small/mid",10340,0.50541586073501,0.49458413926499,0.750580270793037,0.237234042553191,0.0189555125725338,0.0579303675048356,687,0.138104448742747,0.113346228239845,0.154545454545455,0.130560928433269,0.127466150870406,0.128723404255319,0.0853965183752418,0.0433268858800774,0.0120889748549323,0.859187620889749,0.140812379110251,185.26,55.8134513656483,9.59416674661806e-05,"3"
2020-04-02,"Long","Georgia",0,19559,1,0,0,"small/mid",18998,0.504421518054532,0.495578481945468,0.698494578376671,0.294925781661228,0.0240551637014423,0.11238025055269,1407,0.151384356248026,0.131066428045057,0.164648910411622,0.144962627645015,0.124960522160227,0.11253816191178,0.0631119065164754,0.0223707758711443,0.0108958837772397,0.90362143383514,0.0963785661648595,400.29,47.4605910714732,5.11273582493993e-05,"2"
2020-04-02,"Lowndes","Georgia",591,117406,26,1,503.4,"small/mid",116321,0.484177405627531,0.515822594372469,0.599315686763353,0.383688242019928,0.0283955605608618,0.0593959818089597,7897,0.136243670532406,0.203204924304296,0.152276888953843,0.11182847465204,0.103910729790837,0.101142528004402,0.0733487504405911,0.0373707241168834,0.0127835902373604,0.876496935205165,0.123503064794835,496.07,234.48505251275,0.000221453758751682,"2"
2020-04-02,"McIntosh","Georgia",47,14378,1,0,326.9,"small/mid",14340,0.488214783821478,0.511785216178522,0.647907949790795,0.347001394700139,0.00676429567642957,0.0220362622036262,592,0.0908647140864714,0.095536959553696,0.105020920502092,0.0942119944211994,0.132984658298466,0.173152022315202,0.158507670850767,0.0828451882845188,0.0255927475592748,0.733054393305439,0.266945606694561,424.3,33.7968418571765,6.95507024620949e-05,"1"
2020-04-02,"Meriwether","Georgia",47,21167,9,0,222,"suburban",21068,0.478688057717866,0.521311942282134,0.597303968103285,0.401129675337004,0.00749952534649706,0.0215018036833112,1262,0.118426048984241,0.116337573571293,0.118331118283653,0.10822099867097,0.123979494968673,0.151177140687298,0.120799316498956,0.0599962027719765,0.0228308334915512,0.796373647237517,0.203626352762483,501.22,42.0334384102789,0.000425190154485756,"3"
2020-04-02,"Miller","Georgia",20,5718,4,0,349.8,"rural",5686,0.479247274006331,0.520752725993669,0.705944424903271,0.291417516707703,0.00809004572634541,0.0263805838902568,318,0.131902919451284,0.109215617305663,0.112908899050299,0.106049947238832,0.129792472740063,0.131902919451284,0.11062258177981,0.0779106577558917,0.0337671473795287,0.77769961308477,0.22230038691523,282.42,20.133135047093,0.000699545295557887,"1"
2020-04-02,"Murray","Georgia",135,40096,7,0,336.7,"small/mid",39921,0.491545802960848,0.508454197039152,0.96798677387841,0.0188121540041582,0.00771523759424864,0.15595801708374,2589,0.138698930387515,0.128203201322612,0.126650134014679,0.122391723654217,0.143658725983818,0.126975777159891,0.0914305753863881,0.0451391498208963,0.0119986974274192,0.851431577365297,0.148568422634704,344.47,115.891079048974,0.000174581005586592,"3"
2020-04-02,"Muscogee","Georgia",918,195769,26,0,468.9,"small/mid",194160,0.485934281005356,0.514065718994644,0.481695508858673,0.498799958796869,0.0376802637000412,0.0766790276060981,13858,0.138391017717347,0.135805521219613,0.162458796868562,0.125957972805933,0.115203955500618,0.116877832715286,0.0782962505150391,0.0391069221260816,0.0165276060980635,0.866069221260816,0.133930778739184,216.39,897.268820185776,0.000132809586808943,"2"
2020-04-02,"Oglethorpe","Georgia",54,15259,1,1,353.9,"small/mid",15054,0.494154377574067,0.505845622425933,0.812342234622027,0.184535671582304,0.0127540852929454,0.0503520658961073,793,0.118240999070015,0.113790354722997,0.124153049023515,0.114454629998671,0.14235419157699,0.145808423010496,0.109538992958682,0.0597183472831141,0.0192639829945529,0.811478676763651,0.188521323236349,439.01,34.2907906425822,6.553509404286e-05,"3"
2020-04-02,"Paulding","Georgia",183,168667,35,0,108.5,"suburban",164044,0.486802321328424,0.513197678671576,0.772055058398966,0.222684157908854,0.018202433493453,0.0670064129136085,10306,0.149910999487942,0.13340932920436,0.136170783448343,0.142120406720148,0.155372948721075,0.114158396527761,0.0683475165199581,0.0295042793396894,0.00818073199873205,0.893967472141621,0.106032527858379,312.22,525.411568765614,0.000207509471325155,"2"
